unionEventID,v3accountid,campaignTypeID,districtID,districtName,subdivisionid,divisionName,eventname,turnoutcount,datecreated,employerID,memberCount,ADFcount
21178,35775,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Vesey Street-Mast created by Hatixhe Azemi on 2024-08-01",20,8/1/2024,886,94,36
21179,35435,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-7 World Trade Center- created by Hatixhe Azemi on 2024-08-01",15,8/1/2024,886,58,15
21180,40779,25,5,New York Metro,46,NY Commercial,Worksite meeting at ROYAL REALTY CORP.-1 World Trade Center-Master RAB created by Hatixhe Azemi on 2024-08-01,3,8/1/2024,5128,134,30
21181,46704,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-250 Park Avenue-Master RAB NYC Contractor created by Arlind Lela on 2024-08-01",10,8/1/2024,4695,17,5
21186,46931,25,5,New York Metro,46,NY Commercial,Worksite meeting at 100 CHURCH LLC-100 Church Street-Master RAB Commer created by Hatixhe Azemi on 2024-08-02,12,8/2/2024,1175,26,8
21193,50123,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-90 Church Stre created by Hatixhe Azemi on 2024-08-05,9,8/5/2024,4226,19,9
21208,36414,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 LIBERTY STREET-Ma created by Hatixhe Azemi on 2024-08-08",11,8/8/2024,886,40,21
21209,68707,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Liberty Street -  created by Hatixhe Azemi on 2024-08-08",2,8/8/2024,886,7,2
21212,41736,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-240 Greenwich Street- created by Hatixhe Azemi on 2024-08-09",4,8/9/2024,886,51,21
21219,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-08-13",18,8/13/2024,886,86,28
21277,35902,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-225 Liberty Street-Ma created by Hatixhe Azemi on 2024-08-21",27,8/21/2024,886,73,23
21305,47340,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 North End Avenue-Ma created by Hatixhe Azemi on 2024-08-23",12,8/23/2024,886,19,4
21335,48192,25,5,New York Metro,46,NY Commercial,Worksite meeting at Able Building Maintenance-32 West 60th Street-Mast created by Kimberly Eyssen on 2024-08-28,3,8/28/2024,586,19,5
21340,54085,25,5,New York Metro,46,NY Commercial,Worksite meeting at THE NEW 42ND STREET-229 West 42nd Street-The New 4 created by Kimberly Eyssen on 2024-08-28,10,8/28/2024,276,11,4
21357,54351,25,5,New York Metro,65,NY Security,Worksite meeting at HARVARD PROTECTION SERVICES-1045 6th Avenue-1045 A created by Shameka  Murray on 2024-09-05,8,9/5/2024,1981,16,4
21358,68590,25,5,New York Metro,65,NY Security,Worksite meeting at HARVARD PROTECTION SERVICES-114 West 41st Street-1 created by Shameka  Murray on 2024-09-05,1,9/5/2024,1981,7,4
21377,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-09-10",16,9/10/2024,886,86,28
21382,40336,25,5,New York Metro,46,NY Commercial,"Worksite meeting at Empire State Realty OP, L.P. (ESRO)-350 5th Avenue created by Larry  Wilson on 2024-09-10",11,9/10/2024,3288,120,36
21391,35775,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Vesey Street-Mast created by Hatixhe Azemi on 2024-09-12",19,9/12/2024,886,94,36
21392,36414,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 LIBERTY STREET-Ma created by Hatixhe Azemi on 2024-09-12",14,9/12/2024,886,40,21
21393,68707,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Liberty Street -  created by Hatixhe Azemi on 2024-09-12",2,9/12/2024,886,7,2
21402,70268,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 1120 Ave of the Americas, LLC-1120 6th Avenue-Mast created by Jennifer Fernandez on 2024-09-13",11,9/13/2024,8487,22,11
21404,41736,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-240 Greenwich Street- created by Hatixhe Azemi on 2024-09-17",14,9/17/2024,886,51,21
21411,40336,25,5,New York Metro,46,NY Commercial,"Worksite meeting at Empire State Realty OP, L.P. (ESRO)-350 5th Avenue created by Larry  Wilson on 2024-09-17",21,9/17/2024,3288,120,36
21413,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-09-18",23,9/18/2024,886,111,28
21426,59277,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-477 Madison Avenue-Master RAB NYC Contrac created by Arlind Lela on 2024-09-19",4,9/19/2024,4695,9,1
21428,32752,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 277 PARK AVENUE, LLC-277 Park Avenue-Master RAB Co created by Arlind Lela on 2024-09-19",55,9/19/2024,193,88,16
21432,49916,25,5,New York Metro,46,NY Commercial,Worksite meeting at WDFG North America LLC-350 5th Avenue-350 5th Aven created by Larry  Wilson on 2024-09-20,9,9/20/2024,6170,24,2
21446,70026,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-550 Washington Street-Master R created by Hatixhe Azemi on 2024-09-24,12,9/24/2024,1423,44,8
21485,38110,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-32 6th Avenue- created by Heidy Tavarez on 2024-09-24,3,9/24/2024,4226,10,1
21486,59686,25,5,New York Metro,46,NY Commercial,Worksite meeting at SLG 220 NEWS OWNER LLC-220 East 42nd Street-Master created by Larry  Wilson on 2024-09-24,14,9/24/2024,2998,16,12
21491,62329,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-375 Hudson Str created by Hatixhe Azemi on 2024-09-25,24,9/25/2024,4226,33,17
21493,27881,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-399 PARK AVENUE-Master RA created by Arlind Lela on 2024-09-25,26,9/25/2024,7369,65,27
21498,39786,25,5,New York Metro,46,NY Commercial,Worksite meeting at AEG BROOKLYN MANAGEMENT LLC-620 Atlantic Avenue-AE created by Kimberly Eyssen on 2024-09-26,85,9/26/2024,8015,350,17
21499,47255,25,5,New York Metro,46,NY Commercial,"Worksite meeting at MSG ARENA, LLC-Madison Square Garden-MSG Arena, LL created by Kimberly Eyssen on 2024-09-26",7,9/26/2024,4334,148,30
21500,47257,25,5,New York Metro,46,NY Commercial,"Worksite meeting at MSG ARENA, LLC-Madison Square Garden-MSG Arena, LL created by Kimberly Eyssen on 2024-09-26",4,9/26/2024,4334,87,21
21502,20077,25,5,New York Metro,46,NY Commercial,Worksite meeting at CARNEGIE HALL CORP.-Carnegie Hall (Ushers)-Carnegi created by Kimberly Eyssen on 2024-09-26,55,9/26/2024,9593,76,8
21524,38151,25,5,New York Metro,46,NY Commercial,Worksite meeting at GUARDIAN SERVICES INDUSTRIES INC.-101 6TH AVENUE-M created by Hatixhe Azemi on 2024-09-30,13,9/30/2024,9770,17,8
21527,54161,25,5,New York Metro,46,NY Commercial,"Worksite meeting at SLG 711 FEE LLC, SLG 711 THIRD LLC-711 3rd Avenue- created by Leon Burnes on 2024-09-30",7,9/30/2024,7501,18,7
21528,59193,25,5,New York Metro,46,NY Commercial,Worksite meeting at One Penn Plaza LLC-1 Pennsylvania Plaza-Master RAB created by Rogelio Cox Walker on 2024-09-30,5,9/30/2024,8644,111,41
21529,59193,25,5,New York Metro,46,NY Commercial,Worksite meeting at One Penn Plaza LLC-1 Pennsylvania Plaza-Master RAB created by Michael DeFreitas on 2024-09-30,14,9/30/2024,8644,111,41
21530,59193,25,5,New York Metro,46,NY Commercial,Worksite meeting at One Penn Plaza LLC-1 Pennsylvania Plaza-Master RAB created by Hatixhe Azemi on 2024-09-30,18,9/30/2024,8644,111,41
21531,59193,25,5,New York Metro,46,NY Commercial,Worksite meeting at One Penn Plaza LLC-1 Pennsylvania Plaza-Master RAB created by Hatixhe Azemi on 2024-09-30,0,9/30/2024,8644,111,41
21533,70013,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-300 Madison Avenue-Master RAB  created by Larry  Wilson on 2024-09-30,30,9/30/2024,1423,49,18
21540,58961,25,5,New York Metro,46,NY Commercial,"Worksite meeting at SOHO AOA OWNER, LLC-233 Spring Street-Master RAB C created by Hatixhe Azemi on 2024-10-02",1,10/2/2024,5900,1,NULL
21564,47255,25,5,New York Metro,46,NY Commercial,"Worksite meeting at MSG ARENA, LLC-Madison Square Garden-MSG Arena, LL created by Kimberly Eyssen on 2024-10-03",14,10/3/2024,4334,148,30
21565,47257,25,5,New York Metro,46,NY Commercial,"Worksite meeting at MSG ARENA, LLC-Madison Square Garden-MSG Arena, LL created by Kimberly Eyssen on 2024-10-03",17,10/3/2024,4334,87,21
21569,49007,25,5,New York Metro,47,NY Residential,Worksite meeting at HPS 50TH AVENUE ASSOC. LLC - HPS 50TH AVENUE LIHTC created by Aditi Gupta on 2024-10-03,0,10/3/2024,7993,17,6
21570,47257,25,5,New York Metro,46,NY Commercial,"Worksite meeting at MSG ARENA, LLC-Madison Square Garden-MSG Arena, LL created by Kimberly Eyssen on 2024-10-03",17,10/3/2024,4334,87,21
21571,38119,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-395 Hudson Str created by Hatixhe Azemi on 2024-10-03,7,10/3/2024,4226,13,6
21585,46287,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-345 Hudson Street- created by Hatixhe Azemi on 2024-10-07,1,10/7/2024,6456,11,8
21586,46291,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-225 Varick Street- created by Hatixhe Azemi on 2024-10-07,4,10/7/2024,6456,14,7
21587,46283,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-350 Hudson Street- created by Hatixhe Azemi on 2024-10-07,5,10/7/2024,6456,11,5
21589,46282,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-435 Hudson Street- created by Hatixhe Azemi on 2024-10-07,3,10/7/2024,6456,8,4
21591,59254,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-330 Madison Av created by Jennifer Fernandez on 2024-10-08,22,10/8/2024,4226,32,6
21592,33835,25,5,New York Metro,46,NY Commercial,Worksite meeting at FRENCH PARTNERS LLC-551 Fifth Avenue-Master RAB Co created by Jennifer Fernandez on 2024-10-08,11,10/8/2024,11070,17,9
21593,58124,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-452 5th Avenue-Mas created by Jennifer Fernandez on 2024-10-08,5,10/8/2024,6456,19,18
21594,70268,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 1120 Ave of the Americas, LLC-1120 6th Avenue-Mast created by Jennifer Fernandez on 2024-10-08",10,10/8/2024,8487,22,11
21595,27839,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-7 Times Square Tower-Mast created by Jennifer Fernandez on 2024-10-08,13,10/8/2024,7369,30,14
21596,33567,25,5,New York Metro,46,NY Commercial,Worksite meeting at 200 MADISON AVENUE ASSOCIATES-200 Madison Avenue-M created by Jennifer Fernandez on 2024-10-08,11,10/8/2024,1566,21,8
21597,32654,25,5,New York Metro,46,NY Commercial,Worksite meeting at 260-261 MADISON AVENUE LLC-260 Madison Avenue-Mast created by Jennifer Fernandez on 2024-10-08,2,10/8/2024,3022,13,2
21598,45618,25,5,New York Metro,46,NY Commercial,"Worksite meeting at Empire State Realty OP, L.P. (ESRO)-1400 Broadway- created by Jennifer Fernandez on 2024-10-08",14,10/8/2024,3288,27,14
21599,36937,25,5,New York Metro,46,NY Commercial,Worksite meeting at LECHAR REALTY LLC-1441 Broadway-Master RAB Commerc created by Jennifer Fernandez on 2024-10-08,4,10/8/2024,10407,11,2
21600,60524,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1440 Broadway - WeWor created by Jennifer Fernandez on 2024-10-08",6,10/8/2024,886,10,7
21609,54846,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-77 Water Street-Master RAB NYC Contractor created by Heidy Tavarez on 2024-10-08",6,10/8/2024,4695,9,3
21610,46933,25,5,New York Metro,46,NY Commercial,Worksite meeting at 1185 AVE OF AMERICAS LLC-1185 6th Avenue-Master RA created by Maciel  Mancebo on 2024-10-08,15,10/8/2024,1629,30,11
21650,54161,25,5,New York Metro,46,NY Commercial,"Worksite meeting at SLG 711 FEE LLC, SLG 711 THIRD LLC-711 3rd Avenue- created by Leon Burnes on 2024-10-15",18,10/15/2024,7501,18,7
21652,21392,25,5,New York Metro,46,NY Commercial,Worksite meeting at GUARDIAN SERVICES INDUSTRIES INC.-248-262 Hudson S created by Hatixhe Azemi on 2024-10-16,4,10/16/2024,9770,12,3
21664,70997,25,5,New York Metro,46,NY Commercial,Worksite meeting at BAR BUILDING CONDOMINIUM-34-36 West 44th Street-Ma created by Jennifer Fernandez on 2024-10-16,2,10/16/2024,3111,3,1
21666,66122,25,5,New York Metro,46,NY Commercial,Worksite meeting at Blackstone Consulting Inc-103 Prince Street-Apple  created by Hatixhe Azemi on 2024-10-17,1,10/17/2024,1672,11,6
21699,70026,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-550 Washington Street-Master R created by Hatixhe Azemi on 2024-10-18,16,10/18/2024,1423,44,8
21709,67734,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-330 HUDSON STREET-Master RAB NYC Contract created by Hatixhe Azemi on 2024-10-21",5,10/21/2024,4695,10,3
21712,69978,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-245 PARK AVENUE-Master RAB NYC created by Arlind Lela on 2024-10-21,13,10/21/2024,1423,36,16
21720,63734,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-2 Park Avenue-Master RAB  created by Larry  Wilson on 2024-10-21,9,10/21/2024,7369,17,6
21760,70488,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 PARK AVENUE-Maste created by Arlind Lela on 2024-10-25",58,10/25/2024,886,105,50
21858,46931,25,5,New York Metro,46,NY Commercial,Worksite meeting at 100 CHURCH LLC-100 Church Street-Master RAB Commer created by Hatixhe Azemi on 2024-11-08,13,11/8/2024,1175,26,8
21874,69312,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-731 Lexington  created by Leon Burnes on 2024-11-15,84,11/15/2024,4226,83,31
21877,28918,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-10 East 40th Stree created by Jennifer Fernandez on 2024-11-18,8,11/18/2024,6456,9,6
21879,34717,25,5,New York Metro,46,NY Commercial,Worksite meeting at 145 HUDSON STREET CONDO.-145 Hudson Street-Master  created by Hatixhe Azemi on 2024-11-18,5,11/18/2024,9550,8,2
21888,53038,25,5,New York Metro,46,NY Commercial,Worksite meeting at Sino-American Cultural Center LLC-7-15 West 44th S created by Jennifer Fernandez on 2024-11-19,2,11/19/2024,6370,3,2
21891,70017,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-315 Hudson Street - Google - T created by Hatixhe Azemi on 2024-11-20,8,11/20/2024,1423,12,2
21897,71199,25,5,New York Metro,46,NY Commercial,Worksite meeting at DISTRICT COUNCIL 37 BENEFITS FUND TRUST-125 Barcla created by Hatixhe Azemi on 2024-11-22,19,11/22/2024,11535,21,6
21898,46307,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-181-200 Hudson Str created by Hatixhe Azemi on 2024-11-22,2,11/22/2024,6456,8,1
21902,41356,25,5,New York Metro,46,NY Commercial,Worksite meeting at 237 Park Owner LLC-237 Park Avenue-Master RAB Comm created by Arlind Lela on 2024-11-26,18,11/26/2024,10818,30,8
21903,39942,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-466 Lexington Avenue- created by Arlind Lela on 2024-11-26",4,11/26/2024,886,11,3
21905,31834,25,5,New York Metro,47,NY Residential,"Worksite meeting at 433 WEST ASSOCIATES, LLC-433 West 21st Street-Mast created by Adem Kajosaj on 2024-12-02",1,12/2/2024,5561,2,1
21908,40667,25,5,New York Metro,46,NY Commercial,Worksite meeting at 535-545 FEE LLC-545 5th Avenue-Master RAB Commerci created by Jennifer Fernandez on 2024-12-03,4,12/3/2024,4632,4,1
21909,58283,25,5,New York Metro,46,NY Commercial,Worksite meeting at 11 EAST 44TH STREET LLC-7-11 East 44th Street-Mast created by Jennifer Fernandez on 2024-12-03,3,12/3/2024,4058,4,1
21910,69245,25,5,New York Metro,46,NY Commercial,"Worksite meeting at Core Facility Services, Llc-9 East 37th Street-Mas created by Jennifer Fernandez on 2024-12-03",1,12/3/2024,4629,1,1
21911,46300,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-155 6th Avenue-Mas created by Hatixhe Azemi on 2024-12-04,8,12/4/2024,6456,10,2
21913,67635,25,5,New York Metro,46,NY Commercial,Worksite meeting at UG2 LLC-424 5th Avenue-Master RAB NYC Contractors  created by Jennifer Fernandez on 2024-12-04,26,12/4/2024,4239,40,25
21922,28368,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-180 Varick Str created by Hatixhe Azemi on 2024-12-06,1,12/6/2024,4226,7,2
21923,38219,25,5,New York Metro,46,NY Commercial,Worksite meeting at 200 VARICK STREET ASSOCIATES-200 Varick Street S/a created by Hatixhe Azemi on 2024-12-06,1,12/6/2024,1017,8,1
