unionEventID,v3accountid,campaignTypeID,districtID,districtName,subdivisionid,divisionName,eventname,turnoutcount,datecreated,employerID,memberCount,ADFcount
20434,47190,25,5,New York Metro,65,NY Security,"Worksite meeting at QUALITY PROTECTION SERVICES, INC.-1411 Broadway-14 created by Shameka  Murray on 2024-04-24",5,4/24/2024,7541,19,4
20437,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-04-25",32,4/25/2024,886,111,28
20438,54781,25,5,New York Metro,46,NY Commercial,Worksite meeting at Blackstone Consulting Inc-200 WEST STREET-Master N created by Hatixhe Azemi on 2024-04-25,6,4/25/2024,1672,NULL,NULL
20463,40779,25,5,New York Metro,46,NY Commercial,Worksite meeting at ROYAL REALTY CORP.-1 World Trade Center-Master RAB created by Hatixhe Azemi on 2024-04-29,33,4/29/2024,5128,134,30
20478,46931,25,5,New York Metro,46,NY Commercial,Worksite meeting at 100 CHURCH LLC-100 Church Street-Master RAB Commer created by Hatixhe Azemi on 2024-05-01,21,5/1/2024,1175,26,8
20483,31457,25,5,New York Metro,47,NY Residential,Worksite meeting at 124 EAST 84TH ST. CORP-124 East 84th Street-Master created by Shea Barry on 2024-05-01,2,5/1/2024,6346,5,1
20485,33947,25,5,New York Metro,47,NY Residential,Worksite meeting at 125 EAST 84TH ST CORP-125 East 84th Street-Master  created by Shea Barry on 2024-05-01,3,5/1/2024,4319,6,3
20487,33193,25,5,New York Metro,47,NY Residential,Worksite meeting at 315 HOMES CORP NT-315 Riverside Drive-Master RAB A created by Bryce Moreno on 2024-05-01,1,5/1/2024,4835,9,3
20488,33629,25,5,New York Metro,47,NY Residential,Worksite meeting at 320 RIVERSIDE APTS CORP-320 Riverside Drive-Master created by Bryce Moreno on 2024-05-01,1,5/1/2024,6589,7,3
20489,31981,25,5,New York Metro,47,NY Residential,Worksite meeting at 85TH ESTATES CO-185 East 85th Street-Master RAB Ap created by Shea Barry on 2024-05-01,5,5/1/2024,1580,18,5
20490,31804,25,5,New York Metro,47,NY Residential,Worksite meeting at 400 EAST 84TH STREET ASSOCIATES LP-400 East 84th S created by Shea Barry on 2024-05-01,3,5/1/2024,11030,14,6
20491,27422,25,5,New York Metro,47,NY Residential,Worksite meeting at ZELDA REALTY CORP.-510 East 85th Street-Master RAB created by Shea Barry on 2024-05-01,3,5/1/2024,4486,5,2
20492,33025,25,5,New York Metro,47,NY Residential,Worksite meeting at 51585 OWNERS CORP-515 East 85th Street-Master RAB  created by Shea Barry on 2024-05-01,2,5/1/2024,8059,5,NULL
20493,31712,25,5,New York Metro,47,NY Residential,Worksite meeting at 300 EAST 85 HOUSING CORP-300 East 85th Street-Mast created by Shea Barry on 2024-05-01,3,5/1/2024,1507,10,5
20495,33039,25,5,New York Metro,47,NY Residential,Worksite meeting at 875 WEST END APT. CORP-875 West End Avenue-Master  created by Bryce Moreno on 2024-05-01,2,5/1/2024,870,7,3
20511,31896,25,5,New York Metro,47,NY Residential,Worksite meeting at 545 WEST CORPORATION-545 West 111th Street-Master  created by Bryce Moreno on 2024-05-02,1,5/2/2024,7979,8,5
20512,33657,25,5,New York Metro,47,NY Residential,Worksite meeting at 420 OWNERS CORP-420 Riverside Drive-Master RAB Apa created by Bryce Moreno on 2024-05-02,1,5/2/2024,2490,7,6
20513,67369,25,5,New York Metro,47,NY Residential,Worksite meeting at The Board Of Managers Of The Tower Section Of Fron created by Hector Gonzalez on 2024-05-02,1,5/2/2024,6687,1,NULL
20514,67368,25,5,New York Metro,47,NY Residential,Worksite meeting at The Board Of Managers Of The Tower Section Of Fron created by Hector Gonzalez on 2024-05-02,9,5/2/2024,6687,28,8
20515,65904,25,5,New York Metro,47,NY Residential,Worksite meeting at GUARDIAN SERVICES INDUSTRIES INC.-85 Jay Street-Ma created by Hector Gonzalez on 2024-05-02,3,5/2/2024,9770,NULL,NULL
20516,34670,25,5,New York Metro,47,NY Residential,Worksite meeting at THE SWEENEY BUILDING-30 Main Street-Master RAB Apa created by Hector Gonzalez on 2024-05-02,2,5/2/2024,9087,8,5
20517,54296,25,5,New York Metro,47,NY Residential,Worksite meeting at JAY CONDO ASSOCIATION-100 Jay Street-Master RAB Re created by Hector Gonzalez on 2024-05-02,1,5/2/2024,4077,1,NULL
20518,54296,25,5,New York Metro,47,NY Residential,Worksite meeting at JAY CONDO ASSOCIATION-100 Jay Street-Master RAB Re created by Hector Gonzalez on 2024-05-02,1,5/2/2024,4077,1,NULL
20519,34546,25,5,New York Metro,47,NY Residential,Worksite meeting at JAY CONDO ASSOCIATION-100 Jay Street-Master RAB Ap created by Hector Gonzalez on 2024-05-02,3,5/2/2024,4077,14,9
20520,30733,25,5,New York Metro,47,NY Residential,Worksite meeting at CLOCKTOWER CONDO-1 Main Street-Master RAB Apartmen created by Hector Gonzalez on 2024-05-02,1,5/2/2024,11461,7,5
20521,56170,25,5,New York Metro,47,NY Residential,Worksite meeting at 51 Jay Street Condo.-51 Jay Street-Master RAB Apar created by Hector Gonzalez on 2024-05-02,3,5/2/2024,11583,7,4
20522,60847,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-150 East 42nd Street - Ro created by Larry  Wilson on 2024-05-03,18,5/3/2024,7369,56,11
20523,59686,25,5,New York Metro,46,NY Commercial,Worksite meeting at SLG 220 NEWS OWNER LLC-220 East 42nd Street-Master created by Larry  Wilson on 2024-05-03,14,5/3/2024,2998,16,12
20533,41736,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-101 Barclay Street-Ma created by Hatixhe Azemi on 2024-05-06",19,5/6/2024,886,51,21
20557,21408,25,5,New York Metro,46,NY Commercial,Worksite meeting at GUARDIAN SERVICES INDUSTRIES INC.-75 Park Place-Ma created by Hatixhe Azemi on 2024-05-07,4,5/7/2024,9770,10,7
20559,13887,25,5,New York Metro,47,NY Residential,Worksite meeting at BARNARD COLLEGE-217 Manhattan Avenue-Master RAB Re created by Bryce Moreno on 2024-05-07,1,5/7/2024,8786,1,NULL
20560,13888,25,5,New York Metro,47,NY Residential,Worksite meeting at BARNARD COLLEGE-217 Manhattan Avenue-Master RAB Ap created by Bryce Moreno on 2024-05-07,1,5/7/2024,8786,6,NULL
20561,38428,25,5,New York Metro,47,NY Residential,Worksite meeting at 444 CENTRAL PARK OWNERS INC.-444 Central Park West created by Bryce Moreno on 2024-05-07,1,5/7/2024,3892,9,1
20562,38354,25,5,New York Metro,47,NY Residential,Worksite meeting at 255 WEST 108TH STREET CORP-255 West 108th Street-M created by Bryce Moreno on 2024-05-07,1,5/7/2024,1187,1,NULL
20563,38321,25,5,New York Metro,47,NY Residential,Worksite meeting at 255 WEST 108TH STREET CORP-255 West 108th Street-M created by Bryce Moreno on 2024-05-07,1,5/7/2024,1187,14,4
20566,17070,25,5,New York Metro,46,NY Commercial,Worksite meeting at Vornado Realty Trust-7 West 34th Street-Master RAB created by Larry  Wilson on 2024-05-07,18,5/7/2024,8640,32,11
20568,36414,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 LIBERTY STREET-Ma created by Hatixhe Azemi on 2024-05-08",18,5/8/2024,886,40,21
20572,13888,25,5,New York Metro,47,NY Residential,Worksite meeting at BARNARD COLLEGE-217 Manhattan Avenue-Master RAB Ap created by Bryce Moreno on 2024-05-08,1,5/8/2024,8786,6,NULL
20573,13887,25,5,New York Metro,47,NY Residential,Worksite meeting at BARNARD COLLEGE-217 Manhattan Avenue-Master RAB Re created by Bryce Moreno on 2024-05-08,1,5/8/2024,8786,1,NULL
20574,38428,25,5,New York Metro,47,NY Residential,Worksite meeting at 444 CENTRAL PARK OWNERS INC.-444 Central Park West created by Bryce Moreno on 2024-05-08,1,5/8/2024,3892,9,1
20576,33184,25,5,New York Metro,47,NY Residential,Worksite meeting at 272 WEST 107TH STREET CONDO-272 West 107th Street- created by Bryce Moreno on 2024-05-08,1,5/8/2024,4279,10,1
20584,21408,25,5,New York Metro,46,NY Commercial,Worksite meeting at GUARDIAN SERVICES INDUSTRIES INC.-75 Park Place-Ma created by Hatixhe Azemi on 2024-05-09,0,5/9/2024,9770,10,7
20585,47340,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 North End Avenue-Ma created by Hatixhe Azemi on 2024-05-09",12,5/9/2024,886,19,4
20586,39025,25,5,New York Metro,47,NY Residential,Worksite meeting at 825 WEST END CONDO-825 West End Avenue-Master RAB  created by Bryce Moreno on 2024-05-09,2,5/9/2024,9402,8,5
20590,33039,25,5,New York Metro,47,NY Residential,Worksite meeting at 875 WEST END APT. CORP-875 West End Avenue-Master  created by Bryce Moreno on 2024-05-09,1,5/9/2024,870,7,3
20591,63998,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-50 WEST 47TH STREET-M created by Rosayri Perez on 2024-05-09",8,5/9/2024,886,15,8
20602,50123,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-90 Church Stre created by Hatixhe Azemi on 2024-05-13,13,5/13/2024,4226,19,9
20607,33657,25,5,New York Metro,47,NY Residential,Worksite meeting at 420 OWNERS CORP-420 Riverside Drive-Master RAB Apa created by Bryce Moreno on 2024-05-13,1,5/13/2024,2490,7,6
20608,33656,25,5,New York Metro,47,NY Residential,Worksite meeting at 420 OWNERS CORP-420 Riverside Drive-Master RAB Res created by Bryce Moreno on 2024-05-13,1,5/13/2024,2490,1,1
20613,35902,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-225 Liberty Street-Ma created by Hatixhe Azemi on 2024-05-14",27,5/14/2024,886,73,23
20620,13886,25,5,New York Metro,47,NY Residential,Worksite meeting at BARNARD COLLEGE-600 West 116th Street-Master RAB A created by Bryce Moreno on 2024-05-14,2,5/14/2024,8786,2,1
20622,39837,25,5,New York Metro,47,NY Residential,Worksite meeting at COLUMBIA UNIVERSITY-606 West 116th Street-Columbia created by Bryce Moreno on 2024-05-14,1,5/14/2024,2127,4,1
20623,46298,25,5,New York Metro,46,NY Commercial,Worksite meeting at FIRST QUALITY MAINTENANCE (FQM)-76 Trinity Place-M created by Pasquale Follano on 2024-05-14,7,5/14/2024,6456,11,NULL
20624,13654,25,5,New York Metro,47,NY Residential,Worksite meeting at MORNINGSIDE HEIGHTS HOUSING CORP-80 LaSalle Street created by Bryce Moreno on 2024-05-14,6,5/14/2024,2863,22,17
20625,66876,25,5,New York Metro,47,NY Residential,Worksite meeting at GLADYS HAMPTON HOUSES ASSOCIATES LP-2411 8th Avenu created by Bryce Moreno on 2024-05-14,2,5/14/2024,7022,8,7
20632,31896,25,5,New York Metro,47,NY Residential,Worksite meeting at 545 WEST CORPORATION-545 West 111th Street-Master  created by Bryce Moreno on 2024-05-15,2,5/15/2024,7979,8,5
20633,45149,25,5,New York Metro,47,NY Residential,Worksite meeting at 545 WEST CORPORATION-545 West 111th Street-Master  created by Bryce Moreno on 2024-05-15,1,5/15/2024,7979,1,NULL
20634,37296,25,5,New York Metro,47,NY Residential,Worksite meeting at ARIEL WEST CONDOMINIUM-245 West 99th Street-Master created by Bryce Moreno on 2024-05-15,2,5/15/2024,10791,12,7
20639,39025,25,5,New York Metro,47,NY Residential,Worksite meeting at 825 WEST END CONDO-825 West End Avenue-Master RAB  created by Bryce Moreno on 2024-05-16,1,5/16/2024,9402,8,5
20640,33287,25,5,New York Metro,47,NY Residential,Worksite meeting at 817 WEST END AVENUE HOMEOWNERS INC-817 West End Av created by Bryce Moreno on 2024-05-16,2,5/16/2024,1273,5,2
20641,29662,25,5,New York Metro,47,NY Residential,Worksite meeting at THE 845 WEST END AVENUE CONDOMINIUM-841-9 West End created by Bryce Moreno on 2024-05-16,2,5/16/2024,10104,9,6
20642,33039,25,5,New York Metro,47,NY Residential,Worksite meeting at 875 WEST END APT. CORP-875 West End Avenue-Master  created by Bryce Moreno on 2024-05-16,2,5/16/2024,870,7,3
20645,20484,25,5,New York Metro,46,NY Commercial,Worksite meeting at Ecc Industries-461 8th Avenue-Master NYC Independe created by Michael DeFreitas on 2024-05-16,6,5/16/2024,4692,23,8
20647,69299,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-120-34 Park Av created by Larry  Wilson on 2024-05-17,18,5/17/2024,4226,38,7
20654,69978,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-245 PARK AVENUE-Master NYC Ind created by Arlind Lela on 2024-05-17,19,5/17/2024,1423,36,16
20662,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-05-19",14,5/19/2024,886,111,28
20663,35775,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Vesey Street-Mast created by Hatixhe Azemi on 2024-05-19",21,5/19/2024,886,94,36
20664,35435,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-7 World Trade Center- created by Hatixhe Azemi on 2024-05-19",24,5/19/2024,886,58,15
20665,27301,25,5,New York Metro,47,NY Residential,Worksite meeting at COLUMBIA UNIVERSITY-60-100 Haven Avenue-Master RAB created by Bryce Moreno on 2024-05-20,3,5/20/2024,2127,31,9
20668,38675,25,5,New York Metro,47,NY Residential,Worksite meeting at ROYAL CHARTER PROPERTIES INC-235-245 Fort Washingt created by Bryce Moreno on 2024-05-20,1,5/20/2024,2748,3,2
20671,38621,25,5,New York Metro,47,NY Residential,Worksite meeting at ROYAL CHARTER PROPERTIES INC-640 West 170th Street created by Bryce Moreno on 2024-05-20,1,5/20/2024,2748,1,1
20676,40779,25,5,New York Metro,46,NY Commercial,Worksite meeting at ROYAL REALTY CORP.-1 World Trade Center-Master RAB created by Hatixhe Azemi on 2024-05-21,25,5/21/2024,5128,134,30
20700,38469,25,5,New York Metro,47,NY Residential,Worksite meeting at ROYAL CHARTER PROPERTIES INC-720 West 170th Street created by Bryce Moreno on 2024-05-21,1,5/21/2024,2748,2,2
20701,44884,25,5,New York Metro,47,NY Residential,Worksite meeting at IG Greenpoint Corp-605 West 170th Street-Master NY created by Bryce Moreno on 2024-05-21,3,5/21/2024,3671,3,1
20707,33708,25,5,New York Metro,47,NY Residential,Worksite meeting at C.V. PARKING LLC-120-200 Cabrini Blvd (garage)-Mas created by Bryce Moreno on 2024-05-21,2,5/21/2024,11002,13,6
20708,39032,25,5,New York Metro,47,NY Residential,Worksite meeting at CASTLE VILLAGE OWNERS CORP-120-200 Cabrini Bouleva created by Bryce Moreno on 2024-05-21,4,5/21/2024,8049,34,5
20715,52481,25,5,New York Metro,46,NY Commercial,Worksite meeting at Citigroup-388 Greenwich Street-Master RAB Commerci created by Hatixhe Azemi on 2024-05-22,39,5/22/2024,723,91,25
20716,52482,25,5,New York Metro,46,NY Commercial,Worksite meeting at Citigroup-390 Greenwich Street-Master RAB Commerci created by Hatixhe Azemi on 2024-05-22,5,5/22/2024,723,17,7
20720,59193,25,5,New York Metro,46,NY Commercial,Worksite meeting at One Penn Plaza LLC-1 Pennsylvania Plaza-Master RAB created by Rogelio Cox Walker on 2024-05-22,13,5/22/2024,8644,111,41
20724,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-05-23",35,5/23/2024,886,86,28
20726,32752,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 277 PARK AVENUE, LLC-277 Park Avenue-Master RAB Co created by Arlind Lela on 2024-05-23",41,5/23/2024,193,88,16
20736,41736,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-101 Barclay Street-Ma created by Hatixhe Azemi on 2024-05-27",16,5/27/2024,886,51,21
20737,46931,25,5,New York Metro,46,NY Commercial,Worksite meeting at 100 CHURCH LLC-100 Church Street-Master RAB Commer created by Hatixhe Azemi on 2024-05-27,15,5/27/2024,1175,26,8
20772,47340,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 North End Avenue-Ma created by Hatixhe Azemi on 2024-05-31",14,5/31/2024,886,19,4
20773,36414,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 LIBERTY STREET-Ma created by Hatixhe Azemi on 2024-05-31",12,5/31/2024,886,40,21
20800,33885,25,5,New York Metro,47,NY Residential,Worksite meeting at 1020 PARK AVENUE CORP-1020 Park Avenue-Master RAB  created by Shea Barry on 2024-06-03,4,6/3/2024,4821,13,2
20801,31420,25,5,New York Metro,47,NY Residential,Worksite meeting at 1025 FIFTH AVENUE INC.-1025 5th Avenue-Master RAB  created by Shea Barry on 2024-06-03,6,6/3/2024,9182,22,5
20802,52724,25,5,New York Metro,47,NY Residential,Worksite meeting at PARK 86TH APARTMENT CORP-1040 Park Avenue-Master R created by Shea Barry on 2024-06-03,4,6/3/2024,2949,14,5
20803,50123,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-90 Church Stre created by Hatixhe Azemi on 2024-06-03,13,6/3/2024,4226,19,9
20806,15273,25,5,New York Metro,46,NY Commercial,Worksite meeting at BROADWAY 280 PARK FEE LLC-280 Park Avenue East-Mas created by Arlind Lela on 2024-06-04,26,6/4/2024,2969,48,10
20807,69263,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-345 Park Avenu created by Arlind Lela on 2024-06-04,36,6/4/2024,4226,69,20
20842,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-06-07",16,6/7/2024,886,111,28
20850,35775,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Vesey Street-Mast created by Hatixhe Azemi on 2024-06-09",29,6/9/2024,886,94,36
20861,41699,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-225 Liberty Street-Di created by Hatixhe Azemi on 2024-06-11",0,6/11/2024,886,22,9
20862,35902,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-225 Liberty Street-Ma created by Hatixhe Azemi on 2024-06-11",22,6/11/2024,886,73,23
20863,13731,25,5,New York Metro,47,NY Residential,Worksite meeting at TRI-FAITH HOUSING CO-1646 1st Avenue-Master RAB Ap created by Shea Barry on 2024-06-11,2,6/11/2024,11676,4,NULL
20876,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-06-13",15,6/13/2024,886,111,28
20893,64787,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 Broadway-Master RAB created by Sam Resheff on 2024-06-13",3,6/13/2024,886,11,6
20902,55655,25,5,New York Metro,65,NY Security,"Worksite meeting at QUALITY PROTECTION SERVICES, INC.-1095 6th Avenue- created by Shameka  Murray on 2024-06-14",6,6/14/2024,7541,32,6
20903,24340,25,5,New York Metro,65,NY Security,Worksite meeting at ALLIED UNIVERSAL SECURITY SERVICES-1065 6TH AVENUE created by Shameka  Murray on 2024-06-14,2,6/14/2024,5602,NULL,NULL
20915,35435,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-7 World Trade Center- created by Hatixhe Azemi on 2024-06-17",22,6/17/2024,886,58,15
20928,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-06-18",0,6/18/2024,886,86,28
20929,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-06-18",15,6/18/2024,886,86,28
20930,27849,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-767 5th Avenue-Master RAB created by Arlind Lela on 2024-06-18,27,6/18/2024,7369,68,26
20931,27881,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-399 PARK AVENUE-Master RA created by Arlind Lela on 2024-06-18,19,6/18/2024,7369,65,27
20957,32860,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 605 CLEANING SERVICE CO., L.P.-605 3rd Avenue-Mast created by Larry  Wilson on 2024-06-18",16,6/18/2024,5221,35,5
20963,40779,25,5,New York Metro,46,NY Commercial,Worksite meeting at ROYAL REALTY CORP.-1 World Trade Center-Master RAB created by Hatixhe Azemi on 2024-06-19,39,6/19/2024,5128,134,30
20965,63945,25,5,New York Metro,65,NY Security,Worksite meeting at ALLIED UNIVERSAL SECURITY SERVICES-10 HUDSON YARDS created by Shameka  Murray on 2024-06-20,4,6/20/2024,5602,61,12
20966,65045,25,5,New York Metro,65,NY Security,"Worksite meeting at SECURITAS SECURITY SERVICES USA, INC.-30 Hudson Ya created by Shameka  Murray on 2024-06-20",5,6/20/2024,2183,31,8
20967,64883,25,5,New York Metro,65,NY Security,Worksite meeting at ALLIED UNIVERSAL SECURITY SERVICES-30 Hudson Yards created by Shameka  Murray on 2024-06-20,5,6/20/2024,5602,20,8
20992,69703,25,5,New York Metro,65,NY Security,Worksite meeting at ARON SECURITY dba ARROW SECURITY-11 Times Square-N created by Shameka  Murray on 2024-06-25,8,6/25/2024,8732,NULL,NULL
20993,58790,25,5,New York Metro,65,NY Security,Worksite meeting at ALLIED UNIVERSAL SECURITY SERVICES-11 Times Square created by Shameka  Murray on 2024-06-25,1,6/25/2024,5602,NULL,NULL
20994,28449,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-620 Atlantic A created by Kimberly Eyssen on 2024-06-25,8,6/25/2024,4226,198,16
20995,28449,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-620 Atlantic A created by Kimberly Eyssen on 2024-06-25,9,6/25/2024,4226,198,16
20996,28449,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-620 Atlantic A created by Kimberly Eyssen on 2024-06-25,11,6/25/2024,4226,198,16
20997,57459,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q455-New York City Sch created by Mark Espinoza on 2024-06-26,5,6/26/2024,2339,7,4
20998,57479,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q600-New York City Sch created by Mark Espinoza on 2024-06-26,2,6/26/2024,2339,4,3
20999,57369,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q199-New York City Sch created by Mark Espinoza on 2024-06-26,1,6/26/2024,2339,2,NULL
21013,56452,25,5,New York Metro,65,NY Security,"Worksite meeting at SECURITAS SECURITY SERVICES USA, INC.-51 Madison A created by Shameka  Murray on 2024-06-26",5,6/26/2024,2183,39,10
21015,57474,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q520-New York City Sch created by Mark Espinoza on 2024-06-26,2,6/26/2024,2339,3,3
21016,57479,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q600-New York City Sch created by Mark Espinoza on 2024-06-26,2,6/26/2024,2339,4,3
21021,57527,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q891-New York City Sch created by Mark Espinoza on 2024-06-28,2,6/28/2024,2339,3,3
21033,57248,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q056-New York City Sch created by Mark Espinoza on 2024-07-01,1,7/1/2024,2339,2,NULL
21034,57466,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q475-New York City Sch created by Mark Espinoza on 2024-07-01,3,7/1/2024,2339,5,2
21037,38259,25,5,New York Metro,46,NY Commercial,Worksite meeting at QUADRI PLANETARY ASSOCIATES-318 West 39th Street-M created by Michael DeFreitas on 2024-07-02,2,7/2/2024,4424,3,3
21039,62052,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-420 5th Avenue-Master RAB NYC Contractors created by Larry  Wilson on 2024-07-03",11,7/3/2024,4695,22,6
21043,57209,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q011-New York City Sch created by Mark Espinoza on 2024-07-03,4,7/3/2024,2339,6,2
21090,33839,25,5,New York Metro,46,NY Commercial,Worksite meeting at TOWER 570 COMPANY LP-570 Lexington Avenue-Master R created by Arlind Lela on 2024-07-15,13,7/15/2024,6326,25,6
21102,41736,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-240 Greenwich Street- created by Hatixhe Azemi on 2024-07-17",10,7/17/2024,886,51,21
21108,57951,25,5,New York Metro,46,NY Commercial,Worksite meeting at Quality Building Services Corp (QBS)-745 5th Avenu created by Arlind Lela on 2024-07-17,8,7/17/2024,3475,17,8
21109,28396,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-11 West 53rd S created by Maciel  Mancebo on 2024-07-17,7,7/17/2024,4226,28,9
21112,33902,25,5,New York Metro,47,NY Residential,Worksite meeting at 108 APARTMENTS CORP-108 East 86th Street-Master RA created by Shea Barry on 2024-07-18,1,7/18/2024,10147,6,1
21113,33901,25,5,New York Metro,47,NY Residential,Worksite meeting at 108 APARTMENTS CORP-108 East 86th Street-Master RA created by Shea Barry on 2024-07-18,1,7/18/2024,10147,1,1
21114,31423,25,5,New York Metro,47,NY Residential,Worksite meeting at 1036 PARK CORP-1036 Park Avenue-Master RAB Residen created by Shea Barry on 2024-07-18,1,7/18/2024,6187,1,NULL
21115,31424,25,5,New York Metro,47,NY Residential,Worksite meeting at 1036 PARK CORP-1036 Park Avenue-Master RAB Apartme created by Shea Barry on 2024-07-18,3,7/18/2024,6187,9,1
21116,34452,25,5,New York Metro,47,NY Residential,Worksite meeting at CHANNEL CLUB CONDO-455 East 86th Street-Master RAB created by Shea Barry on 2024-07-18,0,7/18/2024,3199,1,NULL
21117,36414,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 LIBERTY STREET-Ma created by Hatixhe Azemi on 2024-07-18",14,7/18/2024,886,40,21
21118,68707,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 Liberty Street -  created by Hatixhe Azemi on 2024-07-18",2,7/18/2024,886,7,2
21119,70815,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-717 5th Avenue-Master RAB NYC  created by Arlind Lela on 2024-07-19,5,7/19/2024,10595,10,5
21122,47340,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 North End Avenue-Ma created by Hatixhe Azemi on 2024-07-22",13,7/22/2024,886,19,4
21149,35395,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-250 Vesey Street-Mast created by Hatixhe Azemi on 2024-07-23",28,7/23/2024,886,86,28
21153,35902,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-225 Liberty Street-Ma created by Hatixhe Azemi on 2024-07-24",29,7/24/2024,886,73,23
21163,36500,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-200 WEST STREET-Maste created by Hatixhe Azemi on 2024-07-26",19,7/26/2024,886,111,28
21165,52481,25,5,New York Metro,46,NY Commercial,Worksite meeting at Citigroup-388 Greenwich Street-Master RAB Commerci created by Hatixhe Azemi on 2024-07-29,29,7/29/2024,723,91,25
